Run,Event,Lumi,pt1,eta1,phi1,Q1,pt2,eta2,phi2,Q2,M
281693,165588051,86,45.653008,-0.09194946,2.099121,1,42.877785,0.38586426,-0.88513184,-1,90.758804
281693,165004384,86,45.254482,1.5761719,1.4995117,1,42.552765,1.0246582,-1.6652832,-1,91.11828
281693,164412795,86,54.24436,-0.42797852,-1.3354492,1,31.902908,0.61120605,1.7382812,-1,94.64394
281693,164376182,86,39.92776,2.0107422,-2.4819336,-1,35.689323,0.9157715,0.71875,1,87.07033
281693,165151635,86,43.06434,0.49700928,0.33514404,-1,38.120087,1.451416,-2.6738281,1,90.27747
281693,165532988,86,40.878426,0.67785645,2.165039,-1,33.80266,1.970459,-1.083252,1,90.333725
281693,163919830,86,37.92174,-0.15911865,-1.4177246,1,37.533997,1.1394043,1.328125,-1,90.720566
281693,164238690,86,65.962395,0.25152588,-2.0126953,-1,35.28982,-0.16662598,0.6590576,1,96.01958
281693,164993192,86,43.72129,0.848999,1.1940918,1,34.124546,2.078125,-1.6115723,-1,91.39797
281693,164970419,86,38.428677,-0.12756348,-2.4248047,1,32.79152,1.1315918,0.8562012,-1,85.39533
281693,165290254,86,45.538483,1.439209,-1.2167969,1,40.105663,0.4352417,2.4003906,-1,94.34439
281693,165010574,86,48.51565,2.1845703,-2.7436523,-1,41.202915,1.9748535,0.4522705,1,89.87974
281693,164400295,86,44.56928,-1.6916504,1.1166992,1,33.660336,-0.39520264,-2.3388672,-1,93.538
281693,164147416,86,43.634212,0.56396484,-2.6230469,-1,42.304134,0.86328125,0.41101074,1,86.76961
281693,164855809,86,38.27161,1.8811035,-2.847168,-1,35.542103,0.48028564,0.2727661,1,92.60516
281693,164343010,86,33.275265,0.7546387,-2.619629,-1,31.994024,-1.0661621,0.7363281,1,93.96154
281693,164010133,86,43.055756,0.14712524,-2.9550781,-1,40.93782,1.0546875,0.041297913,1,92.56139
281693,163985000,86,44.20594,0.1169281,0.25360107,-1,38.968994,-0.72229004,-3.0771484,1,90.08541
281693,165146047,86,43.702305,-0.2805786,-1.4460449,1,43.51924,0.27416992,1.8361816,-1,90.39092
281693,165232473,86,64.10925,-0.017593384,1.6789551,1,33.689346,0.5579834,-1.267334,-1,96.398186
281693,165540827,86,62.187424,-1.7365723,-0.9925537,1,32.559746,-1.1494141,1.7265625,-1,91.98677
281693,165097125,86,55.063023,-1.1203613,-2.3720703,1,41.07547,-0.9223633,0.1425476,-1,90.97046
281693,165001931,86,54.21135,0.46276855,0.54089355,-1,36.83705,0.24127197,3.1020508,1,86.210495
281693,164409160,86,47.3056,-1.9926758,0.3345337,1,43.207603,-1.7756348,-2.7524414,-1,90.920166
281693,165133351,86,31.897188,-0.6439209,1.9458008,1,30.75159,-0.4663086,-1.4035645,-1,62.54946
281693,164961655,86,46.144085,-0.33666992,1.7451172,1,44.89677,-0.1876831,-1.3657227,-1,91.27451
281693,164396924,86,37.52325,-0.69885254,0.5718994,-1,34.755882,0.78674316,-2.520996,1,93.06827
281693,165041661,86,43.62836,-1.2880859,-3.1293945,1,38.300884,-1.2255859,-0.118759155,-1,81.62089
281693,165225032,86,50.33953,-1.6118164,2.6899414,-1,41.74918,-1.4123535,-0.6374512,1,91.75034
281693,164878142,86,49.730297,0.9168701,1.0095215,1,43.679382,0.9222412,-1.5842285,-1,89.73888
281693,165195043,86,51.97725,0.9869385,-0.50183105,-1,38.280907,1.3051758,2.8623047,1,89.800156
281693,164444021,86,37.805443,0.48571777,-2.9907227,-1,36.066887,-0.79125977,0.4362793,1,88.80506
281693,164486652,86,57.34096,1.5432129,0.51586914,-1,39.484905,1.1921387,-2.0151367,1,92.30495
281693,165437988,86,48.53762,0.27301025,0.6591797,-1,47.190598,0.030529022,-2.4521484,1,96.41246
281693,165461606,86,38.49585,0.5518799,-1.2946777,1,30.097233,2.150879,2.3081055,-1,89.67879
281693,165507155,86,78.00083,0.6479492,-0.3425293,1,40.671448,1.6103516,-1.7563477,-1,92.33202
281693,164264782,86,43.50889,1.5673828,-1.8500977,-1,41.070625,0.58691406,1.7241211,1,93.15822
281693,165122724,86,56.949825,0.35717773,1.8674316,-1,35.986774,0.31695557,-2.1074219,1,82.81667
281693,164809697,86,44.267864,-0.036239624,-1.2570801,-1,37.839634,0.5592041,1.8867188,1,85.51033
281693,165316508,86,34.872345,-0.8621826,-2.0546875,1,34.81715,-2.381836,1.3825684,-1,90.211685
281693,165541350,86,33.52431,-1.0744629,-2.925293,-1,32.607857,0.5279541,0.28656006,1,88.479805
281693,165167591,86,32.668125,1.7092285,-1.4453125,-1,31.717377,-0.17733765,1.2351074,1,94.064156
281693,165000093,86,48.55131,-0.42559814,-1.7128906,1,43.24513,-0.29382324,1.3837891,-1,91.81914
281693,165139667,86,46.993645,-0.6599121,0.4454956,-1,41.21783,-1.2971191,-2.4711914,1,91.99912
